Pollinators of Apocynaceae Database,,,,,,,,,,
,,,,,,,,,,
Observations in the database,5061,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Clade number,Subfamily,Tribe,Subtribe,Species,Country,Pollinators/Flower visitors,Higher taxon,Code,Reference,Name used in original publication
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Dialictus spp.,Hymenoptera: Halictidae,3,Rafferty and Ives 2012 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Augochlorella sp.,Hymenoptera: Halictidae,3,Rafferty and Ives 2012 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Lasioglossum sp.,Hymenoptera: Halictidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Brachyleptura sp.,Coleoptera: Cerambycidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Satyrium calanus,Lepidoptera: Lycaenidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Gaurotes cyanipennis,Coleoptera: Cerambycidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Tetraopes sp.,Coleoptera: Cerambycidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Photinus sp.,Coleoptera: Lampyridae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Chrysops sp.,Diptera: Tabanidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Heriades sp.,Hymenoptera: Megachilidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,unknown,Diptera: Tachinidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Danaus plexippus,Lepidoptera: Nymphalidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Dirabius sp.,Coleoptera: Curculionidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Ceratina dupla,Hymenoptera: Apidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Toxomerus geminatus,Diptera: Syrphidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Halictus sp.,Hymenoptera: Halictidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Thymelicus lineola,Lepidoptera: Hesperiidae,3,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Hemaris diffinis,Lepidoptera: Sphingidae,2,Rafferty and Ives 2011 & unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Apis mellifera,Hymenoptera: Apidae,1B,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Bombus spp.,Hymenoptera: Apidae,1,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Myzinum carolinianum,Hymenoptera: Tiphiidae,1,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Sphex ichneumoneus,Hymenoptera: Sphecidae,1,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Tachytes crassus,Hymenoptera: Sphecidae,1,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Xylocopa virginica,Hymenoptera: Apidae,1,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Cerceris clypeata,Hymenoptera: Sphecidae,2,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Danaus plexippus,Lepidoptera: Danaidae,2,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Hemaris diffinis,Lepidoptera: Sphingidae,2,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Papilio glaucus,Lepidoptera: Papilionidae,2,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Papilio polyxenes,Lepidoptera: Papilionidae,2,Ivey et al. 2003,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias incarnata,USA,Xylocopa virginica virginica,Hymenoptera: Apidae,3,Krombein et al.1979,Asclepias pulchra
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias lanuginosa,USA,Colletes armatus, Hymenoptera: Colletidae ,2,Betz et al. 1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias lanuginosa,USA,Megachile medica, Hymenoptera: Megachilidae ,3,Betz et al. 1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias lanuginosa,USA,Colletes armatus,Hymenoptera: Colletidae,2,Betz et al.1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias lanuginosa,USA,Megachile mendica,Hymenoptera: Megachilidae,2,Betz et al.1984,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias latifolia,USA,Melissodes intorta,Hymenoptera: Apidae,3,Krombein et al.1979,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias linaria,Mexico,Pepsis sp.,Hymenoptera: Pompilidae,3,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias linaria,Mexico,Apis mellifera,Hymenoptera: Apidae,3B,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias linaria,USA,Nomia mesillensis,Hymenoptera: Halictidae,3,Krombein et al.1979,Asclepias linaris
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Trichius piger,Coleoptera: Scarabaeidae,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Trichius piger,Coleoptera: Scarabaeidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Apis mellifera,Hymenoptera: Apidae,2B,Robertson 1887; 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Bombus scuttelaris,Hymenoptera: Apidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Bombus separatus,Hymenoptera: Apidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Bombus - 2 spp.,Hymenoptera: Apidae,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Megachile generosa,Hymenoptera: Megachilidae,2,Robertson 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Megachile mendica,Hymenoptera: Megachilidae,3,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Megachile sp.,Hymenoptera: Megachilidae,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Priocnemis unifasciatus,Hymenoptera: Pompilidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Bembex nubillipennis,Hymenoptera: Sphecidae,2,Robertson 1887; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Cerceris bicornuta,Hymenoptera: Sphecidae,2,Robertson 1887; 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias longifolia,USA,Priononyx atrata,Hymenoptera: Sphecidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Hemipepsis capensis,Hymenoptera: Pompilidae,2,Shuttleworth & Johnson 2009,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Hemipepsis errabunda,Hymenoptera: Pompilidae,2,Shuttleworth & Johnson 2009,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Hemipepsis hilaris,Hymenoptera: Pompilidae,2,Shuttleworth & Johnson 2009,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Hemipepsis sp.,Hymenoptera: Pompilidae,3,"Ollerton unpublished 2004, Shuttleworth & Johnson 2009",
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Atrichelaphinis tigrina,Coleoptera: Scarabaeidae: Cetoniinae,3,"Ollerton unpublished 2004, Shuttleworth & Johnson 2009",
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,Sarcophagidae sp.,Diptera: Sarcophagidae,3,Shuttleworth & Johnson 2009,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias macropus,South Africa,unidentified,Hymenoptera: Tenthredinidae,3,Shuttleworth & Johnson 2009,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Anthophora abrupta,Hymenoptera: Apidae,2,Betz et al.1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Bombus affinis,Hymenoptera: Apidae,2,Betz et al.1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Bombus griseocollis,Hymenoptera: Apidae,2,Betz et al.1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Achalarus lyciades      ,Lepidoptera: Hesperiidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Anthophora abrupta      ,Hymenoptera: Apidae,2,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Apis mellifera      ,Hymenoptera: Apidae,2B,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Augochlorella aurata      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Augochlorella persimilis      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Augochloropsis metallica      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Bombus fraternus      ,Hymenoptera: Apidae,2,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Bombus griseocollis      ,Hymenoptera: Apidae,2,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Bombus impatiens      ,Hymenoptera: Apidae,2,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Everes comyntas      ,Lepidoptera: Lycaenidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Lasioglossum hitchensi      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Lasioglossum paradmirandum      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Lasioglossum pruinosum      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Lasioglossum roweri      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Lasioglossum sp.      ,Hymenoptera: Halictidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Megachile addenda      ,Hymenoptera: Megachilidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Megachile brevis      ,Hymenoptera: Megachilidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Polistes fuscatus      ,Hymenoptera: Vespidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Sceliphron caementarium      ,Hymenoptera: Sphecidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,Thorybes pylades      ,Lepidoptera: Hesperiidae,?,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias meadii,USA,unidentified,Lepidoptera: Noctuidae,3,Edens-Meier et al. 2017,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Entypus ferruginipennis,Hymenoptera: Pompilidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Pepsis albocincta,Hymenoptera: Pompilidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Pepsis discolor,Hymenoptera: Pompilidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Pepsis foxi,Hymenoptera: Pompilidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Campsomeris bistrimacula,Hymenoptera: Scoliidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Campsomeris sp.,Hymenoptera: Scoliidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Apis mellifera,Hymenoptera: Apidae,1B,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Xylocopa splendidula,Hymenoptera: Apidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Megachile sp.,Hymenoptera: Megachilidae,1,Wiemer et al. In prep.,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Lygistorhina edwardsi ,Diptera: Lygistorrhinidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Pepsis sp.,Hymenoptera: Pompilidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Chauliognathus sp. 1,Coleoptera: Cantharidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Unidentified 1,Coeoptera: Curculionidae,4,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Chauliognathus sp. 2,Coleoptera: Cantharidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Unidentified,Hymenoptera: Formicidae,4,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Unidentified,Lepidoptera,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Unidentified 2,Coeoptera: Curculionidae,4,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Apis mellifera,Hymenoptera: Apidae,3B,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Argentina,Plecia collaris,Diptera: Bibionidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Brazil,Agelaia multipicta,Hymenoptera: Vespidae,3,Somavilla & Köhler 2012,Asclepias campestris
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Brazil,Polistes actaeon,Hymenoptera: Vespidae,3,Somavilla & Köhler 2012,Asclepias campestris
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora,Brazil,Plecia collaris,Diptera: Bibionidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Callonychium petuniae ,Hymenoptera: Apidae: Calliopsini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Apis mellifera ,Hymenoptera: Apidae: Apini,3B,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Ceratina assuncionis ,Hymenoptera: Apidae: Xylocopini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Augochloropsis sp.1 ,Hymenoptera: Apidae: Augochlorini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Callonychium petuniae ,Hymenoptera: Apidae: Calliopsini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Apis mellifera ,Hymenoptera: Apidae: Apini,3B,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Ceratina assuncionis ,Hymenoptera: Apidae: Xylocopini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias mellodora ,Brazil,Augochloropsis sp.1 ,Hymenoptera: Apidae: Augochlorini,3,Patrício 2014,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias notha,Mexico,Wasp,Hymenoptera: ,2,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias praemorsa ,South Africa,Atrichelaphinis tigrina,Coleoptera: Scarabaeidae: Cetoniinae,3,Ollerton et al. unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias praemorsa ,South Africa,unidentified fly,Diptera,3,Ollerton et al. unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias pringlei,Mexico,Pepsis sp. or Entypus sp.,Hymenoptera: Pompilidae,3,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias pringlei,Mexico,Apis mellifera,Hymenoptera: Apidae,3B,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias pringlei,Mexico,Bee,Hymenoptera: Apidae: Meliponini,4,Alvarado-Cárdenas Leonardo  unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Physocephala tibialis,Diptera: Conopidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Acroglossa hesperid[ar]um,Diptera: Tachinidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Spallanzania sp.,Diptera: Tachinidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,unknown (1 sp.),Diptera,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Lygaeus fasciatus,Hemiptera: Lygaeidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Oncopeltus sp.,Hemiptera: Lygaeidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,unknown (1 sp.),Hemiptera,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Anthemoessa sp.,Hymenoptera: Apidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Apis mellifera,Hymenoptera: Apidae,2B,"Robertson 1891; 1928, Betz et al.1994",
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Bombus pennsylvanicus,Hymenoptera: Apidae,2,Betz et al.1994,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Tetralonia rosae,Hymneoptera: Apidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Megachile addenda,Hymenoptera: Megachilidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Megachile mendica,Hymenoptera: Megachilidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,unknown (1 sp.),Hymenoptera,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,"""butterflies"" (5 spp.)",Lepidoptera,2,Robertson 1887,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Eudamus pylades,Lepidoptera: Hesperiidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Thorybes pylades,Lepidoptera: Hesperiidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Argynnis cybele,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Argynnis idalia,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Euphydryas sp.,Lepidpoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Melitaea phaeton,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Pyrameis atalanta,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Speyeria sp.,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Vanessa atalanta,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Vanessa huntera,Lepidoptera: Nymphalidae,2,Robertson 1891; 1928,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Bombus griseocollis,Hymenoptera: Apidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Megachile mendica,Hymenoptera: Megachilidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Apis mellifera,Hymenoptera: Apidae,2B,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Bombus impatiens,Hymenoptera: Apidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Bombus bimaculatus,Hymenoptera: Apidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,Speyeria cybele,Lepidoptera: Nymphalidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias purpurascens,USA,unidentified,Lepidoptera: Nymphalidae,2,Dvorsky unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Melissodes desponsa,Hymenoptera: Apidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Phyciodes hobomok,Lepidoptera: Hesperiidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Phyciodes. themistocles,Lepidoptera: Hesperiidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Phyciodes zabulon,Lepidoptera: Hesperiidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Polites coras,Lepidoptera: Hesperiidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias quadrifolia,USA,Phyciodes tharos,Lepidoptera: Nymphalidae,2,Chaplin & Walker 1982,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias schaffneri,Mexico,unidentified,Diptera,3,"Alvarado-Cárdenas Leonardo, Islas Hernández Sofia,  unpublished",
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias solanoana,USA,Apis mellifera,Hymenoptera: Apidae,2B,Lynch 1977,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias solanoana,USA,Bombus vosnesenskii,Hymenoptera: Apidae,2,Lynch 1977,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias solanoana,USA,Xylocopa californica,Hymenoptera: Apidae,2,Lynch 1977,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias sp.,Mexico,Protandrena mexicanorum,Hymenoptera: Andrenidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias sp.,Mexico,Centris caesalpiniae,Hymenoptera: Apidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Asclepiadinae,Asclepias sp.,USA,Cynanthus latirostris,Aves: Trochilidae,3,Poole 2005,
