Pollinators of Apocynaceae Database,,,,,,,,,,
,,,,,,,,,,
Observations in the database,5061,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Clade number,Subfamily,Tribe,Subtribe,Species,Country,Pollinators/Flower visitors,Higher taxon,Code,Reference,Name used in original publication
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum ellipticum,South Africa,Dixeia charina charina,Lepidoptera: Pieridae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-28890,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum floriferum,Madagascar,Danaus sp.,Lepidoptera: Danaidae,3,Rauh 1995,Folotsia floribunda
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum foetidum,Mexico,Apis mellifera,Hymenoptera: Apidae,2B,Liede 1994a,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum graphistemmatoides,China,Danaus sp. cf.,Lepidoptera: Nymphalidae,3,Liede & Meve unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum hastifolium,Kenya,Belenois creona,Lepidoptera: Pieridae,3,Mungai 1994,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum insipidum,Kenya,unknown,Diptera: Calliphoridae,2,Liede unpublished,Pentarrhinum insipidum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum insipidum,Kenya,unknown,Diptera: Muscidae,2,Liede unpublished,Pentarrhinum insipidum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum insipidum,Kenya,unknown,Hymenoptera: Sphecidae,2,Liede unpublished,Pentarrhinum insipidum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Calliphora sp.,Diptera: Calliphoridae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Eristalis sp.,Diptera: Syrphidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Heliophila sp.,Diptera: Syrphidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Ocyptamus sp.,Diptera: Syrphidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Toxomerus sp.,Diptera: Syrphidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Apis mellifera,Hymenoptera: Apidae,3B,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Bombus griseocollis,Hymenoptera: Apidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Halictus ligatus,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Lasioglossum imitatum,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Lasioglossum spp.,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Lasioglossum tegularis,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Lasioglossum versatum,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Lasioglossum zephyrum,Hymenoptera: Halictidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Coelioxys octodentata,Hymenoptera: Megachilidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Megachile brevis,Hymenoptera: Megachilidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Megachile sp.,Hymenoptera: Megachilidae,2,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Megachile texana,Hymenoptera: Megachilidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Ammophila sp,Hymenoptera: Sphecidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Chlorion sp.,Hymenoptera: Sphecidae,2,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Sphecius speciosus,Hymenoptera: Sphecidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Sphex ichneumoneus,Hymenoptera: Sphecidae,2,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Sphex sp.,Hymenoptera: Sphecidae,2,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Tachytes sp.,Hymenoptera: Sphecidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Myzinum quinqefasciatum,Hymenoptera: Tiphiidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,North America,Strymon melinus,Lepidoptera: Lycaenidae,3,D. Yanega unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Anthrax fulvohirta,Diptera: Bombylidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Conops xanthopareus,Diptera: Conopidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Lucilia sericata,Diptera: Muscidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Alophora aeneoventris,Diptera: Tachinidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Panzeria sp.,Diptera: Tachinidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Epimelissodes atripes,Hymenoptera: Apidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Prosopis (Hylaeus) modestus,Hymenoptera: Colletidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Chloralictus sparsus,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Chloralictus versatus,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Halictus confusus,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Halictus stultus,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Halictus tegularis,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Halictus zephyrus,Hymenoptera: Halictidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Elis interrupta,Hymenoptera: Scolidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Elis 5-cincta,Hymenoptera: Scolidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Ammobia nuda,Hymenoptera: Sphecidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum laeve,USA,Polistes variatus,Hymenoptera: Vespidae,2,Robertson 1895 & 1928,Ampelamus albidus
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum ligulatum,Mexico,"""small, metallic green wasp""",Hymenoptera,2,Sundell 1981,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Leptura ochraceofasciata,Coleoptera: Cerambycidae,3,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Xylocopa appendiculata circumvolans,Hymenoptera: Anthophoridae,2,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Apis cerana,Hymenoptera: Apidae,2,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Polistes snelleni,Hymenoptera: Vespidae,2,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Vespa simillima xanthoptera,Hymenoptera: Vespidae,2,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximoviczii,Japan,Vespa tropica pulchra,Hymenoptera: Vespidae,2,Yamashiro et al. 2008,Cynanchum caudatum
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum maximowiczii,Europe,unknown,Diptera: Muscidae,3A,Carrière 1877,Cynanhcum macrorrhizon
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum montevidense,Argentina,Plecia sp.,Diptera: Bibionidae,2,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum montevidense,Argentina,Danaus eresimus plexaure,Lepidoptera: Nymphalidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum montevidense,Argentina,Unidentified,Lepidoptera: Hesperiidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum montevidense,Argentina,Pepsis sp.,Hymenoptera: Pompilidae,3,Keller - unpublished data,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Apis mellifera,Hymenoptera: Apidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Xylocopa flavicollis      ,Hymenoptera: Apidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Belonogaster sp.,Hymenoptera: Vespidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,unidentified,Hymenoptera: Halictidae,3,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,unidentified,Hymenoptera: Argidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Campsomeriella caelebs,Hymenoptera: Scoliidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Leomeris leonine,Hymenoptera: Scoliidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,unidentified (2 spp.),Hymenoptera: Scoliidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Liris sp.,Hymenoptera: Crabronidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Bembix melanopa,Hymenoptera: Crabronidae,3,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Stizus fuscipennis,Hymenoptera: Crabronidae,3,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Degenea sp. (and others?),Diptera: Tachinidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,unidentified,Diptera: Sarcophagidae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,unidentified,Diptera: Calliphoridae,2,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Belenois gidica abyssinica,Lepidoptera: Pieridae,3,Coombs 2010,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Metisella metis metis,Lepidoptera: Hesperiidae,2,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-584155,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Papilio dardanus cenea,Lepidoptera: Papilionidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-571536,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum obtusifolium,South Africa,Mylothris agathina agathina,Lepidoptera: Pieridae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-31733,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum otophyllum,China,Apis cerana ,Hymenoptera: Apidae,2,Wang et al. 2009,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum phillipsonianum,Madagascar,unknown,Diptera,3,R. Mangelsdorff unpublished,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Acanthoscelides obtectus,Coleoptera: Chrysomelidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Oxycetonia jucunda,Coleoptera: Scarabaeidae -- Cetoninae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Bombus diversus,Hymenoptera: Apidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Lasioglossum occidens,Hymenoptera: Halictidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Megacampsomeris grossa,Hymenoptera: Scoliidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Campsomeriella annulata,Hymenoptera: Scoliidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Parnara guttata,Lepidoptera: Hesperiidae,1,Tanaka et al. 2006,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Protaetia orientalis submarumorea,Coleoptera: Scarabaeidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Tachina nupta,Diptera: Tachinidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Aips cerna,Hymenoptera: Apidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Xylocopa appendiculata circumvolans,Hymenoptera: Anthophoridae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Megacampsomeris grossa matsumurai,Hymenoptera: Scoliidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Megacampsomeris prismatica,Hymenoptera: Scoliidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Polistes chinensis antennalis,Hymenoptera: Vespidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Autographa amurica ,Lepidoptera: Noctuidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Cynthis cardui,Lepidoptera: Nymphalidae,2,Yamashiro unpublished,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Spoladea recurvalis,Lepidoptera: Pyralidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Diaphania indica,Lepidoptera: Pyralidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Bradina sp.,Lepidoptera: Pyralidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Maruca vitrata,Lepidoptera: Pyralidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Chabula onychinalis,Lepidoptera: Pyralidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Glyphodes quadrimaculalis,Lepidoptera: Pyralidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Endotricha olivacealis,Lepidoptera: Pyralidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Helicoverpa armigera armigera ,Lepidoptera: Noctuidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Abrostola triplasia ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Macdunnoughia purissima ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Erythroplusia rutilifrons ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Trichoplusia ni ,Lepidoptera: Noctuidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Thysanoplusia intermixta ,Lepidoptera: Noctuidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Ctenoplusia albostriata ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Ctenoplusia agnata ,Lepidoptera: Noctuidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Crysodeixis eriosoma ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Anadevidia peponis ,Lepidoptera: Noctuidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Trichoplusia daubei ,Lepidoptera: Noctuidae,2,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Theretra japonica,Lepidoptera: Sphingidae ,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Cephonodes hylas hylas,Lepidoptera: Sphingidae ,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Macroglossum pyrrhosticta,Lepidoptera: Sphingidae ,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Apis cerana,Hymenoptera: Apidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Tachina nupta,Diptera: Tachinidae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum rostellatum,Japan,Oxycetonia jucunda,Coleoptera: Scarabaeidae - Cetoniinae,3,Sugiura & Yamazaki 2005,Metaplexis japonica
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum varians,Pakistan,Attagenus fasciatus,Coleoptera: Dermestidae,2,Ali 1994,Glossonema varians
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum varians,Pakistan,Apis florea,Hymenoptera: Apidae,2,Ali 1994,Glossonema varians
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum varians,Pakistan,Scolia quadripustulata,Hymenoptera: Scoliidae,2,Ali 1994,Glossonema varians
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum varians,Pakistan,Bembix sp.,Hymenoptera: Sphecidae,3,Ali 1994,Glossonema varians
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum varians,Pakistan,Polistes wattii,Hymenoptera: Vespidae,2,Ali 1994,Glossonema varians
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,India,Soldier fly,Diptera:  Stratiomyidae,1,"Sachin Punekar, unpublished data",
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Mylothris agathina agathina,Lepidoptera: Pieridae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-573445,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Spialia dromus ,Lepidoptera: Hesperiidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572328,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Spialia colotes transvaaliae,Lepidoptera: Hesperiidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572327,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Belenois aurota ,Lepidoptera: Pieridae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572326,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Axiocerses amanga amanga,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572325,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Axiocerses tjoane tjoane,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572324,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Anthene amarah amarah,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572323,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Acraea neobule neobule,Lepidoptera: Nymphalidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572322,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Azanus jesous ,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572321,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Hypolycaena philippus philippus,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572320,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Gomalia elma elma,Lepidoptera: Hesperiidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572319,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Spialia spio ,Lepidoptera: Hesperiidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572318,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Leptomyrina hirundo ,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572317,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Tuxentius melaena melaena,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572316,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Junonia oenone oenone,Lepidoptera: Nymphalidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572315,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Physcaeneura panda ,Lepidoptera: Nymphalidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572314,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Chilades trochylus ,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572312,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Tarucus sybaris sybaris,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-572311,
5,Asclepiadoideae,Asclepiadeae,Cynanchinae,Cynanchum viminale,South Africa,Anthene definita definita,Lepidoptera: Lycaenidae,3,Virtual Museum - Atlas of African Lepidoptera - http://vmus.adu.org.za/?vm=LepiMAP-565375,
